Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-01-16T00:00:00+01:00,1120654,13424
Bayern,09,2022-01-16T00:00:00+01:00,1446706,20170
Berlin,11,2022-01-16T00:00:00+01:00,396919,4067
Brandenburg,12,2022-01-16T00:00:00+01:00,272660,4874
Bremen,04,2022-01-16T00:00:00+01:00,65507,620
Hamburg,02,2022-01-16T00:00:00+01:00,172064,2049
Hessen,06,2022-01-16T00:00:00+01:00,546523,8668
Mecklenburg-Vorpommern,13,2022-01-16T00:00:00+01:00,115867,1570
Niedersachsen,03,2022-01-16T00:00:00+01:00,506283,6994
Nordrhein-Westfalen,05,2022-01-16T00:00:00+01:00,1550949,20745
Rheinland-Pfalz,07,2022-01-16T00:00:00+01:00,309166,4734
Saarland,10,2022-01-16T00:00:00+01:00,82715,1299
Sachsen,14,2022-01-16T00:00:00+01:00,679036,13770
Sachsen-Anhalt,15,2022-01-16T00:00:00+01:00,238768,4468
Schleswig-Holstein,01,2022-01-16T00:00:00+01:00,158866,1915
Thüringen,16,2022-01-16T00:00:00+01:00,303294,6252
