Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-01-30T00:00:00+01:00,1344537,13649
Bayern,09,2022-01-30T00:00:00+01:00,1756835,20434
Berlin,11,2022-01-30T00:00:00+01:00,527991,4107
Brandenburg,12,2022-01-30T00:00:00+01:00,336260,5003
Bremen,04,2022-01-30T00:00:00+01:00,85353,649
Hamburg,02,2022-01-30T00:00:00+01:00,247554,2129
Hessen,06,2022-01-30T00:00:00+01:00,698412,8795
Mecklenburg-Vorpommern,13,2022-01-30T00:00:00+01:00,145638,1631
Niedersachsen,03,2022-01-30T00:00:00+01:00,641744,7088
Nordrhein-Westfalen,05,2022-01-30T00:00:00+01:00,1950005,21089
Rheinland-Pfalz,07,2022-01-30T00:00:00+01:00,376610,4801
Saarland,10,2022-01-30T00:00:00+01:00,102053,1328
Sachsen,14,2022-01-30T00:00:00+01:00,722923,14071
Sachsen-Anhalt,15,2022-01-30T00:00:00+01:00,265234,4593
Schleswig-Holstein,01,2022-01-30T00:00:00+01:00,216534,1964
Thüringen,16,2022-01-30T00:00:00+01:00,319532,6394
