Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-07-18T00:00:00+02:00,8862,179
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-07-18T00:00:00+02:00,2115,65
Biberach,Baden-Württemberg,08426000,2021-07-18T00:00:00+02:00,8830,178
Bodenseekreis,Baden-Württemberg,08435000,2021-07-18T00:00:00+02:00,7810,158
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-07-18T00:00:00+02:00,8584,188
Böblingen,Baden-Württemberg,08115000,2021-07-18T00:00:00+02:00,17033,275
Calw,Baden-Württemberg,08235000,2021-07-18T00:00:00+02:00,8301,183
Emmendingen,Baden-Württemberg,08316000,2021-07-18T00:00:00+02:00,6211,158
Enzkreis,Baden-Württemberg,08236000,2021-07-18T00:00:00+02:00,9719,262
Esslingen,Baden-Württemberg,08116000,2021-07-18T00:00:00+02:00,26375,554
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-07-18T00:00:00+02:00,7575,159
Freudenstadt,Baden-Württemberg,08237000,2021-07-18T00:00:00+02:00,5374,158
Göppingen,Baden-Württemberg,08117000,2021-07-18T00:00:00+02:00,12916,242
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-07-18T00:00:00+02:00,5172,64
Heidenheim,Baden-Württemberg,08135000,2021-07-18T00:00:00+02:00,6197,161
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-07-18T00:00:00+02:00,8829,136
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-07-18T00:00:00+02:00,16066,203
Hohenlohekreis,Baden-Württemberg,08126000,2021-07-18T00:00:00+02:00,5686,120
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-07-18T00:00:00+02:00,10884,221
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-07-18T00:00:00+02:00,18633,470
Konstanz,Baden-Württemberg,08335000,2021-07-18T00:00:00+02:00,11551,296
Ludwigsburg,Baden-Württemberg,08118000,2021-07-18T00:00:00+02:00,26988,517
Lörrach,Baden-Württemberg,08336000,2021-07-18T00:00:00+02:00,9969,301
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-07-18T00:00:00+02:00,5138,90
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-07-18T00:00:00+02:00,16395,304
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-07-18T00:00:00+02:00,6356,142
Ortenaukreis,Baden-Württemberg,08317000,2021-07-18T00:00:00+02:00,19213,569
Ostalbkreis,Baden-Württemberg,08136000,2021-07-18T00:00:00+02:00,15662,410
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2021-07-18T00:00:00+02:00,7729,199
Rastatt,Baden-Württemberg,08216000,2021-07-18T00:00:00+02:00,10034,196
Ravensburg,Baden-Württemberg,08436000,2021-07-18T00:00:00+02:00,11064,141
