Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-07-10T00:00:00+02:00,3969903,16407
Bayern,09,2022-07-10T00:00:00+02:00,5293445,24560
Berlin,11,2022-07-10T00:00:00+02:00,1131382,4662
Brandenburg,12,2022-07-10T00:00:00+02:00,841994,5729
Bremen,04,2022-07-10T00:00:00+02:00,224362,798
Hamburg,02,2022-07-10T00:00:00+02:00,655283,2746
Hessen,06,2022-07-10T00:00:00+02:00,2111650,10454
Mecklenburg-Vorpommern,13,2022-07-10T00:00:00+02:00,527495,2273
Niedersachsen,03,2022-07-10T00:00:00+02:00,2739859,9769
Nordrhein-Westfalen,05,2022-07-10T00:00:00+02:00,5928440,25883
Rheinland-Pfalz,07,2022-07-10T00:00:00+02:00,1289099,5784
Saarland,10,2022-07-10T00:00:00+02:00,352953,1731
Sachsen,14,2022-07-10T00:00:00+02:00,1585907,15621
Sachsen-Anhalt,15,2022-07-10T00:00:00+02:00,756368,5426
Schleswig-Holstein,01,2022-07-10T00:00:00+02:00,878408,2636
Thüringen,16,2022-07-10T00:00:00+02:00,735717,7383
