Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-02-27T00:00:00+01:00,5045616,19174
Bayern,09,2023-02-27T00:00:00+01:00,6721269,28436
Berlin,11,2023-02-27T00:00:00+01:00,1426807,5527
Brandenburg,12,2023-02-27T00:00:00+01:00,1111227,6472
Bremen,04,2023-02-27T00:00:00+01:00,302767,962
Hamburg,02,2023-02-27T00:00:00+01:00,805733,3599
Hessen,06,2023-02-27T00:00:00+01:00,2915887,12314
Mecklenburg-Vorpommern,13,2023-02-27T00:00:00+01:00,710130,2756
Niedersachsen,03,2023-02-27T00:00:00+01:00,3849684,13539
Nordrhein-Westfalen,05,2023-02-27T00:00:00+01:00,8006516,31198
Rheinland-Pfalz,07,2023-02-27T00:00:00+01:00,1760285,6934
Saarland,10,2023-02-27T00:00:00+01:00,489568,2115
Sachsen,14,2023-02-27T00:00:00+01:00,1951896,16788
Sachsen-Anhalt,15,2023-02-27T00:00:00+01:00,958786,6267
Schleswig-Holstein,01,2023-02-27T00:00:00+01:00,1173065,3463
Thüringen,16,2023-02-27T00:00:00+01:00,881827,8268
