Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-30T00:00:00+02:00,35620,1830
Bayern,2020-06-30T00:00:00+02:00,48400,2594
Berlin,2020-06-30T00:00:00+02:00,8220,214
Brandenburg,2020-06-30T00:00:00+02:00,3429,165
Bremen,2020-06-30T00:00:00+02:00,1662,53
Hamburg,2020-06-30T00:00:00+02:00,5201,259
Hessen,2020-06-30T00:00:00+02:00,10795,508
Mecklenburg-Vorpommern,2020-06-30T00:00:00+02:00,802,20
Niedersachsen,2020-06-30T00:00:00+02:00,13535,628
Nordrhein-Westfalen,2020-06-30T00:00:00+02:00,43066,1680
Rheinland-Pfalz,2020-06-30T00:00:00+02:00,6996,235
Saarland,2020-06-30T00:00:00+02:00,2806,173
Sachsen,2020-06-30T00:00:00+02:00,5448,223
Sachsen-Anhalt,2020-06-30T00:00:00+02:00,1871,58
Schleswig-Holstein,2020-06-30T00:00:00+02:00,3154,152
Thüringen,2020-06-30T00:00:00+02:00,3254,181
