Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-14T00:00:00+02:00,45254,1867
Bayern,2020-09-14T00:00:00+02:00,61974,2645
Berlin,2020-09-14T00:00:00+02:00,12269,226
Brandenburg,2020-09-14T00:00:00+02:00,4006,169
Bremen,2020-09-14T00:00:00+02:00,2135,58
Hamburg,2020-09-14T00:00:00+02:00,6825,268
Hessen,2020-09-14T00:00:00+02:00,16877,539
Mecklenburg-Vorpommern,2020-09-14T00:00:00+02:00,1055,20
Niedersachsen,2020-09-14T00:00:00+02:00,17911,667
Nordrhein-Westfalen,2020-09-14T00:00:00+02:00,62261,1829
Rheinland-Pfalz,2020-09-14T00:00:00+02:00,9764,246
Saarland,2020-09-14T00:00:00+02:00,3245,175
Sachsen,2020-09-14T00:00:00+02:00,6403,226
Sachsen-Anhalt,2020-09-14T00:00:00+02:00,2355,66
Schleswig-Holstein,2020-09-14T00:00:00+02:00,4231,161
Thüringen,2020-09-14T00:00:00+02:00,3790,188
