Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-04T00:00:00+02:00,37455,1847
Bayern,2020-08-04T00:00:00+02:00,51279,2623
Berlin,2020-08-04T00:00:00+02:00,9367,223
Brandenburg,2020-08-04T00:00:00+02:00,3579,168
Bremen,2020-08-04T00:00:00+02:00,1787,56
Hamburg,2020-08-04T00:00:00+02:00,5444,261
Hessen,2020-08-04T00:00:00+02:00,12199,521
Mecklenburg-Vorpommern,2020-08-04T00:00:00+02:00,880,20
Niedersachsen,2020-08-04T00:00:00+02:00,14634,653
Nordrhein-Westfalen,2020-08-04T00:00:00+02:00,49727,1744
Rheinland-Pfalz,2020-08-04T00:00:00+02:00,7583,239
Saarland,2020-08-04T00:00:00+02:00,2886,174
Sachsen,2020-08-04T00:00:00+02:00,5548,225
Sachsen-Anhalt,2020-08-04T00:00:00+02:00,2034,64
Schleswig-Holstein,2020-08-04T00:00:00+02:00,3494,156
Thüringen,2020-08-04T00:00:00+02:00,3385,182
