Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-03-24T00:00:00+01:00,5348,30
Bayern,2020-03-24T00:00:00+01:00,5754,30
Berlin,2020-03-24T00:00:00+01:00,1220,1
Brandenburg,2020-03-24T00:00:00+01:00,343,0
Bremen,2020-03-24T00:00:00+01:00,183,0
Hamburg,2020-03-24T00:00:00+01:00,1043,0
Hessen,2020-03-24T00:00:00+01:00,1620,4
Mecklenburg-Vorpommern,2020-03-24T00:00:00+01:00,199,0
Niedersachsen,2020-03-24T00:00:00+01:00,1764,6
Nordrhein-Westfalen,2020-03-24T00:00:00+01:00,6318,33
Rheinland-Pfalz,2020-03-24T00:00:00+01:00,1370,5
Saarland,2020-03-24T00:00:00+01:00,337,1
Sachsen,2020-03-24T00:00:00+01:00,811,1
Sachsen-Anhalt,2020-03-24T00:00:00+01:00,321,0
Schleswig-Holstein,2020-03-24T00:00:00+01:00,478,2
Thüringen,2020-03-24T00:00:00+01:00,327,1
