Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-09-20T00:00:00+02:00,557816,10556
Bayern,09,2021-09-20T00:00:00+02:00,711022,15528
Berlin,11,2021-09-20T00:00:00+02:00,201569,3616
Brandenburg,12,2021-09-20T00:00:00+02:00,114677,3834
Bremen,04,2021-09-20T00:00:00+02:00,31662,506
Hamburg,02,2021-09-20T00:00:00+02:00,89710,1692
Hessen,06,2021-09-20T00:00:00+02:00,326547,7695
Mecklenburg-Vorpommern,13,2021-09-20T00:00:00+02:00,47862,1196
Niedersachsen,03,2021-09-20T00:00:00+02:00,294314,5911
Nordrhein-Westfalen,05,2021-09-20T00:00:00+02:00,942513,17638
Rheinland-Pfalz,07,2021-09-20T00:00:00+02:00,176605,3962
Saarland,10,2021-09-20T00:00:00+02:00,46613,1046
Sachsen,14,2021-09-20T00:00:00+02:00,294048,10195
Sachsen-Anhalt,15,2021-09-20T00:00:00+02:00,102681,3518
Schleswig-Holstein,01,2021-09-20T00:00:00+02:00,74856,1678
Thüringen,16,2021-09-20T00:00:00+02:00,133357,4400
