Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-12T00:00:00+02:00,33359,1568
Bayern,2020-05-12T00:00:00+02:00,44593,2182
Berlin,2020-05-12T00:00:00+02:00,6274,165
Brandenburg,2020-05-12T00:00:00+02:00,3111,136
Bremen,2020-05-12T00:00:00+02:00,1058,35
Hamburg,2020-05-12T00:00:00+02:00,4960,216
Hessen,2020-05-12T00:00:00+02:00,9031,415
Mecklenburg-Vorpommern,2020-05-12T00:00:00+02:00,729,20
Niedersachsen,2020-05-12T00:00:00+02:00,10895,507
Nordrhein-Westfalen,2020-05-12T00:00:00+02:00,35333,1456
Rheinland-Pfalz,2020-05-12T00:00:00+02:00,6355,206
Saarland,2020-05-12T00:00:00+02:00,2665,144
Sachsen,2020-05-12T00:00:00+02:00,4947,190
Sachsen-Anhalt,2020-05-12T00:00:00+02:00,1648,50
Schleswig-Holstein,2020-05-12T00:00:00+02:00,2956,125
Thüringen,2020-05-12T00:00:00+02:00,2594,118
