Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-02T00:00:00+02:00,32146,1402
Bayern,2020-05-02T00:00:00+02:00,42658,1885
Berlin,2020-05-02T00:00:00+02:00,5943,152
Brandenburg,2020-05-02T00:00:00+02:00,2886,122
Bremen,2020-05-02T00:00:00+02:00,871,30
Hamburg,2020-05-02T00:00:00+02:00,4609,163
Hessen,2020-05-02T00:00:00+02:00,8486,364
Mecklenburg-Vorpommern,2020-05-02T00:00:00+02:00,695,18
Niedersachsen,2020-05-02T00:00:00+02:00,10246,451
Nordrhein-Westfalen,2020-05-02T00:00:00+02:00,33216,1268
Rheinland-Pfalz,2020-05-02T00:00:00+02:00,6099,173
Saarland,2020-05-02T00:00:00+02:00,2597,135
Sachsen,2020-05-02T00:00:00+02:00,4617,163
Sachsen-Anhalt,2020-05-02T00:00:00+02:00,1571,44
Schleswig-Holstein,2020-05-02T00:00:00+02:00,2728,112
Thüringen,2020-05-02T00:00:00+02:00,2335,93
