Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-09T00:00:00+01:00,907123,12124
Bayern,09,2021-12-09T00:00:00+01:00,1219168,18310
Berlin,11,2021-12-09T00:00:00+01:00,293200,3886
Brandenburg,12,2021-12-09T00:00:00+01:00,200190,4280
Bremen,04,2021-12-09T00:00:00+01:00,41628,560
Hamburg,02,2021-12-09T00:00:00+01:00,119744,1910
Hessen,06,2021-12-09T00:00:00+01:00,437099,8264
Mecklenburg-Vorpommern,13,2021-12-09T00:00:00+01:00,81135,1367
Niedersachsen,03,2021-12-09T00:00:00+01:00,399254,6513
Nordrhein-Westfalen,05,2021-12-09T00:00:00+01:00,1247697,19386
Rheinland-Pfalz,07,2021-12-09T00:00:00+01:00,251709,4374
Saarland,10,2021-12-09T00:00:00+01:00,66432,1137
Sachsen,14,2021-12-09T00:00:00+01:00,567898,11392
Sachsen-Anhalt,15,2021-12-09T00:00:00+01:00,184892,3908
Schleswig-Holstein,01,2021-12-09T00:00:00+01:00,102598,1824
Thüringen,16,2021-12-09T00:00:00+01:00,242465,5277
