Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-04-28T00:00:00+02:00,435322,9293
Bayern,09,2021-04-28T00:00:00+02:00,585055,14055
Berlin,11,2021-04-28T00:00:00+02:00,166046,3200
Brandenburg,12,2021-04-28T00:00:00+02:00,100710,3534
Bremen,04,2021-04-28T00:00:00+02:00,24812,451
Hamburg,02,2021-04-28T00:00:00+02:00,70912,1474
Hessen,06,2021-04-28T00:00:00+02:00,258487,6815
Mecklenburg-Vorpommern,13,2021-04-28T00:00:00+02:00,39298,980
Niedersachsen,03,2021-04-28T00:00:00+02:00,233766,5260
Nordrhein-Westfalen,05,2021-04-28T00:00:00+02:00,724667,15375
Rheinland-Pfalz,07,2021-04-28T00:00:00+02:00,137562,3539
Saarland,10,2021-04-28T00:00:00+02:00,36616,955
Sachsen,14,2021-04-28T00:00:00+02:00,258178,9016
Sachsen-Anhalt,15,2021-04-28T00:00:00+02:00,88837,3053
Schleswig-Holstein,01,2021-04-28T00:00:00+02:00,57982,1504
Thüringen,16,2021-04-28T00:00:00+02:00,114282,3776
