Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-03-15T00:00:00+01:00,5868,157
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-03-15T00:00:00+01:00,1326,48
Biberach,Baden-Württemberg,08426000,2021-03-15T00:00:00+01:00,5209,137
Bodenseekreis,Baden-Württemberg,08435000,2021-03-15T00:00:00+01:00,5146,137
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-03-15T00:00:00+01:00,6515,159
Böblingen,Baden-Württemberg,08115000,2021-03-15T00:00:00+01:00,11674,243
Calw,Baden-Württemberg,08235000,2021-03-15T00:00:00+01:00,5894,151
Emmendingen,Baden-Württemberg,08316000,2021-03-15T00:00:00+01:00,4558,137
Enzkreis,Baden-Württemberg,08236000,2021-03-15T00:00:00+01:00,6556,215
Esslingen,Baden-Württemberg,08116000,2021-03-15T00:00:00+01:00,17492,458
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-03-15T00:00:00+01:00,5575,134
Freudenstadt,Baden-Württemberg,08237000,2021-03-15T00:00:00+01:00,3517,133
Göppingen,Baden-Württemberg,08117000,2021-03-15T00:00:00+01:00,7757,156
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-03-15T00:00:00+01:00,3988,53
Heidenheim,Baden-Württemberg,08135000,2021-03-15T00:00:00+01:00,3427,138
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-03-15T00:00:00+01:00,5815,118
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-03-15T00:00:00+01:00,10257,183
Hohenlohekreis,Baden-Württemberg,08126000,2021-03-15T00:00:00+01:00,3393,107
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-03-15T00:00:00+01:00,7116,167
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-03-15T00:00:00+01:00,12570,401
Konstanz,Baden-Württemberg,08335000,2021-03-15T00:00:00+01:00,7668,238
Ludwigsburg,Baden-Württemberg,08118000,2021-03-15T00:00:00+01:00,17706,421
Lörrach,Baden-Württemberg,08336000,2021-03-15T00:00:00+01:00,7653,245
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-03-15T00:00:00+01:00,3429,74
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-03-15T00:00:00+01:00,11380,258
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-03-15T00:00:00+01:00,4426,124
Ortenaukreis,Baden-Württemberg,08317000,2021-03-15T00:00:00+01:00,13287,485
Ostalbkreis,Baden-Württemberg,08136000,2021-03-15T00:00:00+01:00,9686,282
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2021-03-15T00:00:00+01:00,5396,162
Rastatt,Baden-Württemberg,08216000,2021-03-15T00:00:00+01:00,6134,120
Ravensburg,Baden-Württemberg,08436000,2021-03-15T00:00:00+01:00,7037,100
Rems-Murr-Kreis,Baden-Württemberg,08119000,2021-03-15T00:00:00+01:00,13203,307
Reutlingen,Baden-Württemberg,08415000,2021-03-15T00:00:00+01:00,9313,232
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2021-03-15T00:00:00+01:00,15899,360
Rottweil,Baden-Württemberg,08325000,2021-03-15T00:00:00+01:00,5288,144
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2021-03-15T00:00:00+01:00,6343,180
Schwäbisch Hall,Baden-Württemberg,08127000,2021-03-15T00:00:00+01:00,6273,162
Sigmaringen,Baden-Württemberg,08437000,2021-03-15T00:00:00+01:00,3311,66
Stuttgart,Baden-Württemberg,08111000,2021-03-15T00:00:00+01:00,19502,355
Tuttlingen,Baden-Württemberg,08327000,2021-03-15T00:00:00+01:00,5003,114
Tübingen,Baden-Württemberg,08416000,2021-03-15T00:00:00+01:00,6299,165
Ulm (Stadtkreis),Baden-Württemberg,08421000,2021-03-15T00:00:00+01:00,3689,64
Waldshut,Baden-Württemberg,08337000,2021-03-15T00:00:00+01:00,5252,179
Zollernalbkreis,Baden-Württemberg,08417000,2021-03-15T00:00:00+01:00,5657,151
Aichach-Friedberg,Bayern,09771000,2021-03-15T00:00:00+01:00,3597,86
Altötting,Bayern,09171000,2021-03-15T00:00:00+01:00,4212,181
Amberg,Bayern,09361000,2021-03-15T00:00:00+01:00,1112,15
Amberg-Sulzbach,Bayern,09371000,2021-03-15T00:00:00+01:00,3435,125
Ansbach (Stadt),Bayern,09561000,2021-03-15T00:00:00+01:00,1338,41
Ansbach (Landkreis),Bayern,09571000,2021-03-15T00:00:00+01:00,5334,147
Aschaffenburg (Stadt),Bayern,09661000,2021-03-15T00:00:00+01:00,2388,92
Aschaffenburg (Landkreis),Bayern,09671000,2021-03-15T00:00:00+01:00,6010,188
Augsburg (Stadt),Bayern,09761000,2021-03-15T00:00:00+01:00,12504,345
Augsburg (Landkreis),Bayern,09772000,2021-03-15T00:00:00+01:00,7996,176
Bad Kissingen,Bayern,09672000,2021-03-15T00:00:00+01:00,2452,82
Bad Tölz-Wolfratshausen,Bayern,09173000,2021-03-15T00:00:00+01:00,3639,59
Bamberg (Stadt),Bayern,09461000,2021-03-15T00:00:00+01:00,2245,96
Bamberg (Landkreis),Bayern,09471000,2021-03-15T00:00:00+01:00,3903,122
Bayreuth (Stadt),Bayern,09462000,2021-03-15T00:00:00+01:00,2452,97
Bayreuth (Landkreis),Bayern,09472000,2021-03-15T00:00:00+01:00,3669,131
Berchtesgadener Land,Bayern,09172000,2021-03-15T00:00:00+01:00,4604,96
Cham,Bayern,09372000,2021-03-15T00:00:00+01:00,4389,124
Coburg (Stadt),Bayern,09463000,2021-03-15T00:00:00+01:00,1661,86
Coburg (Landkreis),Bayern,09473000,2021-03-15T00:00:00+01:00,3397,141
Dachau,Bayern,09174000,2021-03-15T00:00:00+01:00,5979,127
Deggendorf,Bayern,09271000,2021-03-15T00:00:00+01:00,4629,125
Dillingen a.d. Donau,Bayern,09773000,2021-03-15T00:00:00+01:00,2613,100
Dingolfing-Landau,Bayern,09279000,2021-03-15T00:00:00+01:00,3520,76
Donau-Ries,Bayern,09779000,2021-03-15T00:00:00+01:00,3725,142
Ebersberg,Bayern,09175000,2021-03-15T00:00:00+01:00,4916,170
Eichstätt,Bayern,09176000,2021-03-15T00:00:00+01:00,3447,70
Erding,Bayern,09177000,2021-03-15T00:00:00+01:00,5288,101
Erlangen,Bayern,09562000,2021-03-15T00:00:00+01:00,2952,87
Erlangen-Höchstadt,Bayern,09572000,2021-03-15T00:00:00+01:00,3848,112
Forchheim,Bayern,09474000,2021-03-15T00:00:00+01:00,3592,97
Freising,Bayern,09178000,2021-03-15T00:00:00+01:00,5921,110
Freyung-Grafenau,Bayern,09272000,2021-03-15T00:00:00+01:00,3749,108
Fürstenfeldbruck,Bayern,09179000,2021-03-15T00:00:00+01:00,7357,120
Fürth (Stadt),Bayern,09563000,2021-03-15T00:00:00+01:00,5185,181
Fürth (Landkreis),Bayern,09573000,2021-03-15T00:00:00+01:00,3991,180
Garmisch-Partenkirchen,Bayern,09180000,2021-03-15T00:00:00+01:00,2618,80
Günzburg,Bayern,09774000,2021-03-15T00:00:00+01:00,4476,95
Haßberge,Bayern,09674000,2021-03-15T00:00:00+01:00,2516,69
Hof (Stadt),Bayern,09464000,2021-03-15T00:00:00+01:00,2591,78
Hof (Landkreis),Bayern,09475000,2021-03-15T00:00:00+01:00,4203,116
Ingolstadt,Bayern,09161000,2021-03-15T00:00:00+01:00,4191,92
Kaufbeuren,Bayern,09762000,2021-03-15T00:00:00+01:00,1519,47
Kelheim,Bayern,09273000,2021-03-15T00:00:00+01:00,3414,83
Kempten (Allgäu),Bayern,09763000,2021-03-15T00:00:00+01:00,1633,33
Kitzingen,Bayern,09675000,2021-03-15T00:00:00+01:00,2246,80
Kronach,Bayern,09476000,2021-03-15T00:00:00+01:00,2483,72
Kulmbach,Bayern,09477000,2021-03-15T00:00:00+01:00,2762,96
Landsberg am Lech,Bayern,09181000,2021-03-15T00:00:00+01:00,3090,57
Landshut (Stadt),Bayern,09261000,2021-03-15T00:00:00+01:00,2865,96
Landshut (Landkreis),Bayern,09274000,2021-03-15T00:00:00+01:00,5343,151
Lichtenfels,Bayern,09478000,2021-03-15T00:00:00+01:00,2347,61
Lindau (Bodensee),Bayern,09776000,2021-03-15T00:00:00+01:00,2463,57
Main-Spessart,Bayern,09677000,2021-03-15T00:00:00+01:00,3455,186
Memmingen,Bayern,09764000,2021-03-15T00:00:00+01:00,1275,19
Miesbach,Bayern,09182000,2021-03-15T00:00:00+01:00,3308,57
Miltenberg,Bayern,09676000,2021-03-15T00:00:00+01:00,4416,113
Mühldorf a. Inn,Bayern,09183000,2021-03-15T00:00:00+01:00,4868,127
München (Stadt),Bayern,09162000,2021-03-15T00:00:00+01:00,55773,1094
München (Landkreis),Bayern,09184000,2021-03-15T00:00:00+01:00,11718,272
Neu-Ulm,Bayern,09775000,2021-03-15T00:00:00+01:00,5051,103
Neuburg-Schrobenhausen,Bayern,09185000,2021-03-15T00:00:00+01:00,2823,64
Neumarkt i.d. OPf.,Bayern,09373000,2021-03-15T00:00:00+01:00,4327,109
Neustadt a.d. Aisch-Bad Windsheim,Bayern,09575000,2021-03-15T00:00:00+01:00,2928,82
Neustadt a.d. Waldnaab,Bayern,09374000,2021-03-15T00:00:00+01:00,4334,149
Nürnberg,Bayern,09564000,2021-03-15T00:00:00+01:00,24817,812
Nürnberger Land,Bayern,09574000,2021-03-15T00:00:00+01:00,5130,155
Oberallgäu,Bayern,09780000,2021-03-15T00:00:00+01:00,3931,57
Ostallgäu,Bayern,09777000,2021-03-15T00:00:00+01:00,4166,105
Passau (Stadt),Bayern,09262000,2021-03-15T00:00:00+01:00,2855,107
Passau (Landkreis),Bayern,09275000,2021-03-15T00:00:00+01:00,10497,332
Pfaffenhofen a.d. Ilm,Bayern,09186000,2021-03-15T00:00:00+01:00,3960,147
Regen,Bayern,09276000,2021-03-15T00:00:00+01:00,4447,153
Regensburg (Stadt),Bayern,09362000,2021-03-15T00:00:00+01:00,4651,65
Regensburg (Landkreis),Bayern,09375000,2021-03-15T00:00:00+01:00,5260,155
Rhön-Grabfeld,Bayern,09673000,2021-03-15T00:00:00+01:00,2241,67
Rosenheim (Stadt),Bayern,09163000,2021-03-15T00:00:00+01:00,3078,53
Rosenheim (Landkreis),Bayern,09187000,2021-03-15T00:00:00+01:00,11126,424
Roth,Bayern,09576000,2021-03-15T00:00:00+01:00,4143,160
Rottal-Inn,Bayern,09277000,2021-03-15T00:00:00+01:00,5422,157
Schwabach,Bayern,09565000,2021-03-15T00:00:00+01:00,1638,100
Schwandorf,Bayern,09376000,2021-03-15T00:00:00+01:00,5654,119
Schweinfurt (Stadt),Bayern,09662000,2021-03-15T00:00:00+01:00,1593,62
Schweinfurt (Landkreis),Bayern,09678000,2021-03-15T00:00:00+01:00,3468,113
Starnberg,Bayern,09188000,2021-03-15T00:00:00+01:00,3860,99
Straubing,Bayern,09263000,2021-03-15T00:00:00+01:00,1621,77
Straubing-Bogen,Bayern,09278000,2021-03-15T00:00:00+01:00,3687,123
Tirschenreuth,Bayern,09377000,2021-03-15T00:00:00+01:00,4640,241
Traunstein,Bayern,09189000,2021-03-15T00:00:00+01:00,7853,194
Unterallgäu,Bayern,09778000,2021-03-15T00:00:00+01:00,4359,116
Weiden i.d. OPf.,Bayern,09363000,2021-03-15T00:00:00+01:00,2287,69
Weilheim-Schongau,Bayern,09190000,2021-03-15T00:00:00+01:00,3450,52
Weißenburg-Gunzenhausen,Bayern,09577000,2021-03-15T00:00:00+01:00,2671,105
Wunsiedel i. Fichtelgebirge,Bayern,09479000,2021-03-15T00:00:00+01:00,4085,174
Würzburg (Stadt),Bayern,09663000,2021-03-15T00:00:00+01:00,3140,98
Würzburg (Landkreis),Bayern,09679000,2021-03-15T00:00:00+01:00,3162,60
Berlin Charlottenburg-Wilmersdorf,Berlin,,2021-03-15T00:00:00+01:00,11512,245
Berlin Friedrichshain-Kreuzberg,Berlin,,2021-03-15T00:00:00+01:00,11301,137
Berlin Lichtenberg,Berlin,,2021-03-15T00:00:00+01:00,8320,223
Berlin Marzahn-Hellersdorf,Berlin,,2021-03-15T00:00:00+01:00,7598,217
Berlin Mitte,Berlin,,2021-03-15T00:00:00+01:00,17048,271
Berlin Neukölln,Berlin,,2021-03-15T00:00:00+01:00,15928,362
Berlin Pankow,Berlin,,2021-03-15T00:00:00+01:00,11551,195
Berlin Reinickendorf,Berlin,,2021-03-15T00:00:00+01:00,10466,261
Berlin Spandau,Berlin,,2021-03-15T00:00:00+01:00,10081,223
Berlin Steglitz-Zehlendorf,Berlin,,2021-03-15T00:00:00+01:00,10003,215
Berlin Tempelhof-Schöneberg,Berlin,,2021-03-15T00:00:00+01:00,13593,417
Berlin Treptow-Köpenick,Berlin,,2021-03-15T00:00:00+01:00,7342,167
Barnim,Brandenburg,12060000,2021-03-15T00:00:00+01:00,4443,180
Brandenburg an der Havel,Brandenburg,12051000,2021-03-15T00:00:00+01:00,1634,72
Cottbus,Brandenburg,12052000,2021-03-15T00:00:00+01:00,4485,168
Dahme-Spreewald,Brandenburg,12061000,2021-03-15T00:00:00+01:00,5357,213
Elbe-Elster,Brandenburg,12062000,2021-03-15T00:00:00+01:00,5238,189
Frankfurt (Oder),Brandenburg,12053000,2021-03-15T00:00:00+01:00,1533,89
Havelland,Brandenburg,12063000,2021-03-15T00:00:00+01:00,4358,158
Märkisch-Oderland,Brandenburg,12064000,2021-03-15T00:00:00+01:00,4979,227
Oberhavel,Brandenburg,12065000,2021-03-15T00:00:00+01:00,6085,219
Oberspreewald-Lausitz,Brandenburg,12066000,2021-03-15T00:00:00+01:00,5733,244
Oder-Spree,Brandenburg,12067000,2021-03-15T00:00:00+01:00,5796,253
