Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-07T00:00:00+02:00,51579,1894
Bayern,2020-10-07T00:00:00+02:00,70381,2680
Berlin,2020-10-07T00:00:00+02:00,16237,231
Brandenburg,2020-10-07T00:00:00+02:00,4483,169
Bremen,2020-10-07T00:00:00+02:00,2702,59
Hamburg,2020-10-07T00:00:00+02:00,8451,274
Hessen,2020-10-07T00:00:00+02:00,20355,556
Mecklenburg-Vorpommern,2020-10-07T00:00:00+02:00,1304,20
Niedersachsen,2020-10-07T00:00:00+02:00,21456,691
Nordrhein-Westfalen,2020-10-07T00:00:00+02:00,74615,1891
Rheinland-Pfalz,2020-10-07T00:00:00+02:00,11308,256
Saarland,2020-10-07T00:00:00+02:00,3489,177
Sachsen,2020-10-07T00:00:00+02:00,7679,243
Sachsen-Anhalt,2020-10-07T00:00:00+02:00,2774,68
Schleswig-Holstein,2020-10-07T00:00:00+02:00,5032,162
Thüringen,2020-10-07T00:00:00+02:00,4241,191
