Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-27T00:00:00+01:00,286958,6803
Bayern,09,2021-01-27T00:00:00+01:00,393731,9943
Berlin,11,2021-01-27T00:00:00+01:00,117602,2111
Brandenburg,12,2021-01-27T00:00:00+01:00,65150,2106
Bremen,04,2021-01-27T00:00:00+01:00,15549,257
Hamburg,02,2021-01-27T00:00:00+01:00,45070,1003
Hessen,06,2021-01-27T00:00:00+01:00,167595,4577
Mecklenburg-Vorpommern,13,2021-01-27T00:00:00+01:00,18948,399
Niedersachsen,03,2021-01-27T00:00:00+01:00,137549,3090
Nordrhein-Westfalen,05,2021-01-27T00:00:00+01:00,475013,10301
Rheinland-Pfalz,07,2021-01-27T00:00:00+01:00,90431,2380
Saarland,10,2021-01-27T00:00:00+01:00,24671,704
Sachsen,14,2021-01-27T00:00:00+01:00,176039,5920
Sachsen-Anhalt,15,2021-01-27T00:00:00+01:00,49400,1556
Schleswig-Holstein,01,2021-01-27T00:00:00+01:00,34530,794
Thüringen,16,2021-01-27T00:00:00+01:00,63043,2028
