Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-21T00:00:00+02:00,39493,1863
Bayern,2020-08-21T00:00:00+02:00,54416,2632
Berlin,2020-08-21T00:00:00+02:00,10543,226
Brandenburg,2020-08-21T00:00:00+02:00,3758,169
Bremen,2020-08-21T00:00:00+02:00,1885,56
Hamburg,2020-08-21T00:00:00+02:00,5989,265
Hessen,2020-08-21T00:00:00+02:00,14260,528
Mecklenburg-Vorpommern,2020-08-21T00:00:00+02:00,984,20
Niedersachsen,2020-08-21T00:00:00+02:00,15885,659
Nordrhein-Westfalen,2020-08-21T00:00:00+02:00,55936,1790
Rheinland-Pfalz,2020-08-21T00:00:00+02:00,8514,242
Saarland,2020-08-21T00:00:00+02:00,3040,174
Sachsen,2020-08-21T00:00:00+02:00,5788,225
Sachsen-Anhalt,2020-08-21T00:00:00+02:00,2155,65
Schleswig-Holstein,2020-08-21T00:00:00+02:00,3872,160
Thüringen,2020-08-21T00:00:00+02:00,3530,186
