Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-23T00:00:00+02:00,47590,1874
Bayern,2020-09-23T00:00:00+02:00,65746,2653
Berlin,2020-09-23T00:00:00+02:00,13374,228
Brandenburg,2020-09-23T00:00:00+02:00,4116,169
Bremen,2020-09-23T00:00:00+02:00,2250,59
Hamburg,2020-09-23T00:00:00+02:00,7291,269
Hessen,2020-09-23T00:00:00+02:00,17870,545
Mecklenburg-Vorpommern,2020-09-23T00:00:00+02:00,1131,20
Niedersachsen,2020-09-23T00:00:00+02:00,19137,670
Nordrhein-Westfalen,2020-09-23T00:00:00+02:00,66191,1854
Rheinland-Pfalz,2020-09-23T00:00:00+02:00,10230,248
Saarland,2020-09-23T00:00:00+02:00,3252,176
Sachsen,2020-09-23T00:00:00+02:00,6816,227
Sachsen-Anhalt,2020-09-23T00:00:00+02:00,2470,67
Schleswig-Holstein,2020-09-23T00:00:00+02:00,4498,161
Thüringen,2020-09-23T00:00:00+02:00,3965,189
