Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-05-05T00:00:00+02:00,3528751,15826
Bayern,09,2022-05-05T00:00:00+02:00,4694833,23633
Berlin,11,2022-05-05T00:00:00+02:00,1010021,4503
Brandenburg,12,2022-05-05T00:00:00+02:00,769747,5572
Bremen,04,2022-05-05T00:00:00+02:00,189290,762
Hamburg,02,2022-05-05T00:00:00+02:00,551360,2556
Hessen,06,2022-05-05T00:00:00+02:00,1753650,9978
Mecklenburg-Vorpommern,13,2022-05-05T00:00:00+02:00,471826,2167
Niedersachsen,03,2022-05-05T00:00:00+02:00,2206537,8863
Nordrhein-Westfalen,05,2022-05-05T00:00:00+02:00,5015339,24878
Rheinland-Pfalz,07,2022-05-05T00:00:00+02:00,1090899,5540
Saarland,10,2022-05-05T00:00:00+02:00,304002,1648
Sachsen,14,2022-05-05T00:00:00+02:00,1477149,15344
Sachsen-Anhalt,15,2022-05-05T00:00:00+02:00,697741,5268
Schleswig-Holstein,01,2022-05-05T00:00:00+02:00,673192,2454
Thüringen,16,2022-05-05T00:00:00+02:00,695800,7133
