Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-15T00:00:00+02:00,56488,1919
Bayern,2020-10-15T00:00:00+02:00,75535,2700
Berlin,2020-10-15T00:00:00+02:00,19537,237
Brandenburg,2020-10-15T00:00:00+02:00,5098,172
Bremen,2020-10-15T00:00:00+02:00,3274,62
Hamburg,2020-10-15T00:00:00+02:00,9288,278
Hessen,2020-10-15T00:00:00+02:00,23481,569
Mecklenburg-Vorpommern,2020-10-15T00:00:00+02:00,1532,20
Niedersachsen,2020-10-15T00:00:00+02:00,24009,706
Nordrhein-Westfalen,2020-10-15T00:00:00+02:00,84161,1931
Rheinland-Pfalz,2020-10-15T00:00:00+02:00,12647,260
Saarland,2020-10-15T00:00:00+02:00,3960,177
Sachsen,2020-10-15T00:00:00+02:00,9122,252
Sachsen-Anhalt,2020-10-15T00:00:00+02:00,2999,68
Schleswig-Holstein,2020-10-15T00:00:00+02:00,5456,163
Thüringen,2020-10-15T00:00:00+02:00,4636,196
