Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-20T00:00:00+02:00,46935,1871
Bayern,2020-09-20T00:00:00+02:00,64625,2648
Berlin,2020-09-20T00:00:00+02:00,13065,227
Brandenburg,2020-09-20T00:00:00+02:00,4088,169
Bremen,2020-09-20T00:00:00+02:00,2215,59
Hamburg,2020-09-20T00:00:00+02:00,7150,269
Hessen,2020-09-20T00:00:00+02:00,17586,544
Mecklenburg-Vorpommern,2020-09-20T00:00:00+02:00,1105,20
Niedersachsen,2020-09-20T00:00:00+02:00,18791,669
Nordrhein-Westfalen,2020-09-20T00:00:00+02:00,65078,1845
Rheinland-Pfalz,2020-09-20T00:00:00+02:00,10085,247
Saarland,2020-09-20T00:00:00+02:00,3232,176
Sachsen,2020-09-20T00:00:00+02:00,6679,226
Sachsen-Anhalt,2020-09-20T00:00:00+02:00,2443,66
Schleswig-Holstein,2020-09-20T00:00:00+02:00,4405,161
Thüringen,2020-09-20T00:00:00+02:00,3933,189
