Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-12T00:00:00+02:00,24078,649
Bayern,2020-04-12T00:00:00+02:00,32282,786
Berlin,2020-04-12T00:00:00+02:00,4567,50
Brandenburg,2020-04-12T00:00:00+02:00,1857,38
Bremen,2020-04-12T00:00:00+02:00,480,15
Hamburg,2020-04-12T00:00:00+02:00,3742,56
Hessen,2020-04-12T00:00:00+02:00,5859,123
Mecklenburg-Vorpommern,2020-04-12T00:00:00+02:00,605,11
Niedersachsen,2020-04-12T00:00:00+02:00,7602,189
Nordrhein-Westfalen,2020-04-12T00:00:00+02:00,24267,495
Rheinland-Pfalz,2020-04-12T00:00:00+02:00,4734,64
Saarland,2020-04-12T00:00:00+02:00,2058,43
Sachsen,2020-04-12T00:00:00+02:00,3600,67
Sachsen-Anhalt,2020-04-12T00:00:00+02:00,1166,21
Schleswig-Holstein,2020-04-12T00:00:00+02:00,2118,41
Thüringen,2020-04-12T00:00:00+02:00,1464,25
