Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-10T00:00:00+01:00,102293,2133
Bayern,09,2020-11-10T00:00:00+01:00,136636,2953
Berlin,11,2020-11-10T00:00:00+01:00,40460,301
Brandenburg,12,2020-11-10T00:00:00+01:00,10790,223
Bremen,04,2020-11-10T00:00:00+01:00,7254,88
Hamburg,02,2020-11-10T00:00:00+01:00,17437,304
Hessen,06,2020-11-10T00:00:00+01:00,55744,786
Mecklenburg-Vorpommern,13,2020-11-10T00:00:00+01:00,3786,31
Niedersachsen,03,2020-11-10T00:00:00+01:00,47319,834
Nordrhein-Westfalen,05,2020-11-10T00:00:00+01:00,175951,2395
Rheinland-Pfalz,07,2020-11-10T00:00:00+01:00,27237,325
Saarland,10,2020-11-10T00:00:00+01:00,8640,202
Sachsen,14,2020-11-10T00:00:00+01:00,27339,409
Sachsen-Anhalt,15,2020-11-10T00:00:00+01:00,6928,93
Schleswig-Holstein,01,2020-11-10T00:00:00+01:00,10214,205
Thüringen,16,2020-11-10T00:00:00+01:00,9172,224
