Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-11T00:00:00+01:00,924219,12246
Bayern,09,2021-12-11T00:00:00+01:00,1236138,18533
Berlin,11,2021-12-11T00:00:00+01:00,296975,3922
Brandenburg,12,2021-12-11T00:00:00+01:00,207444,4320
Bremen,04,2021-12-11T00:00:00+01:00,42117,565
Hamburg,02,2021-12-11T00:00:00+01:00,121631,1917
Hessen,06,2021-12-11T00:00:00+01:00,442654,8310
Mecklenburg-Vorpommern,13,2021-12-11T00:00:00+01:00,83747,1374
Niedersachsen,03,2021-12-11T00:00:00+01:00,404963,6560
Nordrhein-Westfalen,05,2021-12-11T00:00:00+01:00,1265168,19478
Rheinland-Pfalz,07,2021-12-11T00:00:00+01:00,256012,4409
Saarland,10,2021-12-11T00:00:00+01:00,67599,1148
Sachsen,14,2021-12-11T00:00:00+01:00,582841,11599
Sachsen-Anhalt,15,2021-12-11T00:00:00+01:00,192255,3951
Schleswig-Holstein,01,2021-12-11T00:00:00+01:00,104150,1830
Thüringen,16,2021-12-11T00:00:00+01:00,249304,5344
