Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-15T00:00:00+02:00,45323,1868
Bayern,2020-09-15T00:00:00+02:00,62401,2647
Berlin,2020-09-15T00:00:00+02:00,12354,226
Brandenburg,2020-09-15T00:00:00+02:00,4016,169
Bremen,2020-09-15T00:00:00+02:00,2137,59
Hamburg,2020-09-15T00:00:00+02:00,6846,268
Hessen,2020-09-15T00:00:00+02:00,16985,540
Mecklenburg-Vorpommern,2020-09-15T00:00:00+02:00,1064,20
Niedersachsen,2020-09-15T00:00:00+02:00,18023,667
Nordrhein-Westfalen,2020-09-15T00:00:00+02:00,62725,1834
Rheinland-Pfalz,2020-09-15T00:00:00+02:00,9795,247
Saarland,2020-09-15T00:00:00+02:00,3234,175
Sachsen,2020-09-15T00:00:00+02:00,6430,226
Sachsen-Anhalt,2020-09-15T00:00:00+02:00,2359,66
Schleswig-Holstein,2020-09-15T00:00:00+02:00,4255,161
Thüringen,2020-09-15T00:00:00+02:00,3815,189
