Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-05-10T00:00:00+02:00,3561846,15896
Bayern,09,2022-05-10T00:00:00+02:00,4744003,23732
Berlin,11,2022-05-10T00:00:00+02:00,1016832,4525
Brandenburg,12,2022-05-10T00:00:00+02:00,774745,5595
Bremen,04,2022-05-10T00:00:00+02:00,191829,766
Hamburg,02,2022-05-10T00:00:00+02:00,560236,2577
Hessen,06,2022-05-10T00:00:00+02:00,1778423,10010
Mecklenburg-Vorpommern,13,2022-05-10T00:00:00+02:00,474908,2188
Niedersachsen,03,2022-05-10T00:00:00+02:00,2242793,8949
Nordrhein-Westfalen,05,2022-05-10T00:00:00+02:00,5074535,24965
Rheinland-Pfalz,07,2022-05-10T00:00:00+02:00,1105336,5568
Saarland,10,2022-05-10T00:00:00+02:00,307026,1654
Sachsen,14,2022-05-10T00:00:00+02:00,1485132,15404
Sachsen-Anhalt,15,2022-05-10T00:00:00+02:00,702835,5285
Schleswig-Holstein,01,2022-05-10T00:00:00+02:00,686951,2474
Thüringen,16,2022-05-10T00:00:00+02:00,699438,7168
