Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-07-26T00:00:00+02:00,504179,10377
Bayern,09,2021-07-26T00:00:00+02:00,652097,15320
Berlin,11,2021-07-26T00:00:00+02:00,181714,3578
Brandenburg,12,2021-07-26T00:00:00+02:00,109062,3817
Bremen,04,2021-07-26T00:00:00+02:00,27745,493
Hamburg,02,2021-07-26T00:00:00+02:00,78443,1607
Hessen,06,2021-07-26T00:00:00+02:00,293768,7576
Mecklenburg-Vorpommern,13,2021-07-26T00:00:00+02:00,44325,1176
Niedersachsen,03,2021-07-26T00:00:00+02:00,263839,5808
Nordrhein-Westfalen,05,2021-07-26T00:00:00+02:00,823318,17274
Rheinland-Pfalz,07,2021-07-26T00:00:00+02:00,156794,3904
Saarland,10,2021-07-26T00:00:00+02:00,41921,1029
Sachsen,14,2021-07-26T00:00:00+02:00,286388,10128
Sachsen-Anhalt,15,2021-07-26T00:00:00+02:00,99415,3448
Schleswig-Holstein,01,2021-07-26T00:00:00+02:00,64764,1629
Thüringen,16,2021-07-26T00:00:00+02:00,129084,4363
