Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-08T00:00:00+01:00,323928,8272
Bayern,09,2021-03-08T00:00:00+01:00,447230,12641
Berlin,11,2021-03-08T00:00:00+01:00,131963,2893
Brandenburg,12,2021-03-08T00:00:00+01:00,78158,3086
Bremen,04,2021-03-08T00:00:00+01:00,18492,366
Hamburg,02,2021-03-08T00:00:00+01:00,53346,1312
Hessen,06,2021-03-08T00:00:00+01:00,192976,5944
Mecklenburg-Vorpommern,13,2021-03-08T00:00:00+01:00,25709,775
Niedersachsen,03,2021-03-08T00:00:00+01:00,170284,4448
Nordrhein-Westfalen,05,2021-03-08T00:00:00+01:00,544937,13380
Rheinland-Pfalz,07,2021-03-08T00:00:00+01:00,104250,3162
Saarland,10,2021-03-08T00:00:00+01:00,29563,891
Sachsen,14,2021-03-08T00:00:00+01:00,198309,7986
Sachsen-Anhalt,15,2021-03-08T00:00:00+01:00,62786,2500
Schleswig-Holstein,01,2021-03-08T00:00:00+01:00,43850,1332
Thüringen,16,2021-03-08T00:00:00+01:00,79412,2946
