Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-20T00:00:00+02:00,28253,982
Bayern,2020-04-20T00:00:00+02:00,37849,1286
Berlin,2020-04-20T00:00:00+02:00,5196,94
Brandenburg,2020-04-20T00:00:00+02:00,2238,66
Bremen,2020-04-20T00:00:00+02:00,604,25
Hamburg,2020-04-20T00:00:00+02:00,4185,91
Hessen,2020-04-20T00:00:00+02:00,7177,240
Mecklenburg-Vorpommern,2020-04-20T00:00:00+02:00,653,15
Niedersachsen,2020-04-20T00:00:00+02:00,8900,291
Nordrhein-Westfalen,2020-04-20T00:00:00+02:00,28971,857
Rheinland-Pfalz,2020-04-20T00:00:00+02:00,5523,107
Saarland,2020-04-20T00:00:00+02:00,2314,91
Sachsen,2020-04-20T00:00:00+02:00,4229,109
Sachsen-Anhalt,2020-04-20T00:00:00+02:00,1369,30
Schleswig-Holstein,2020-04-20T00:00:00+02:00,2426,67
Thüringen,2020-04-20T00:00:00+02:00,1785,53
