Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-11-08T00:00:00+01:00,4838122,17823
Bayern,09,2022-11-08T00:00:00+01:00,6483429,26664
Berlin,11,2022-11-08T00:00:00+01:00,1339827,4978
Brandenburg,12,2022-11-08T00:00:00+01:00,1036135,6077
Bremen,04,2022-11-08T00:00:00+01:00,279527,872
Hamburg,02,2022-11-08T00:00:00+01:00,764639,3184
Hessen,06,2022-11-08T00:00:00+01:00,2751768,11481
Mecklenburg-Vorpommern,13,2022-11-08T00:00:00+01:00,658775,2538
Niedersachsen,03,2022-11-08T00:00:00+01:00,3502815,11400
Nordrhein-Westfalen,05,2022-11-08T00:00:00+01:00,7371186,28379
Rheinland-Pfalz,07,2022-11-08T00:00:00+01:00,1660437,6419
Saarland,10,2022-11-08T00:00:00+01:00,462801,1934
Sachsen,14,2022-11-08T00:00:00+01:00,1875934,16246
Sachsen-Anhalt,15,2022-11-08T00:00:00+01:00,909239,5900
Schleswig-Holstein,01,2022-11-08T00:00:00+01:00,1096828,3049
Thüringen,16,2022-11-08T00:00:00+01:00,853372,7841
