Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-14T00:00:00+02:00,36111,1837
Bayern,2020-07-14T00:00:00+02:00,49350,2613
Berlin,2020-07-14T00:00:00+02:00,8656,219
Brandenburg,2020-07-14T00:00:00+02:00,3462,167
Bremen,2020-07-14T00:00:00+02:00,1691,55
Hamburg,2020-07-14T00:00:00+02:00,5231,261
Hessen,2020-07-14T00:00:00+02:00,11206,514
Mecklenburg-Vorpommern,2020-07-14T00:00:00+02:00,804,20
Niedersachsen,2020-07-14T00:00:00+02:00,13823,642
Nordrhein-Westfalen,2020-07-14T00:00:00+02:00,45115,1707
Rheinland-Pfalz,2020-07-14T00:00:00+02:00,7196,236
Saarland,2020-07-14T00:00:00+02:00,2819,174
Sachsen,2020-07-14T00:00:00+02:00,5476,225
Sachsen-Anhalt,2020-07-14T00:00:00+02:00,1919,62
Schleswig-Holstein,2020-07-14T00:00:00+02:00,3221,154
Thüringen,2020-07-14T00:00:00+02:00,3295,182
