Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-15T00:00:00+02:00,38422,1859
Bayern,2020-08-15T00:00:00+02:00,52847,2631
Berlin,2020-08-15T00:00:00+02:00,10196,224
Brandenburg,2020-08-15T00:00:00+02:00,3695,169
Bremen,2020-08-15T00:00:00+02:00,1835,56
Hamburg,2020-08-15T00:00:00+02:00,5850,264
Hessen,2020-08-15T00:00:00+02:00,13390,526
Mecklenburg-Vorpommern,2020-08-15T00:00:00+02:00,970,20
Niedersachsen,2020-08-15T00:00:00+02:00,15343,656
Nordrhein-Westfalen,2020-08-15T00:00:00+02:00,54106,1777
Rheinland-Pfalz,2020-08-15T00:00:00+02:00,8095,242
Saarland,2020-08-15T00:00:00+02:00,2986,174
Sachsen,2020-08-15T00:00:00+02:00,5719,225
Sachsen-Anhalt,2020-08-15T00:00:00+02:00,2114,64
Schleswig-Holstein,2020-08-15T00:00:00+02:00,3768,158
Thüringen,2020-08-15T00:00:00+02:00,3492,186
