Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-27T00:00:00+02:00,34500,1724
Bayern,2020-05-27T00:00:00+02:00,46458,2404
Berlin,2020-05-27T00:00:00+02:00,6673,193
Branden-burg,2020-05-27T00:00:00+02:00,3246,154
Bremen,2020-05-27T00:00:00+02:00,1322,42
Hamburg,2020-05-27T00:00:00+02:00,5072,242
Hessen,2020-05-27T00:00:00+02:00,9860,466
Meck-lenburg-Vorpommern,2020-05-27T00:00:00+02:00,760,20
Nieder-sachsen,2020-05-27T00:00:00+02:00,11678,578
Nord-rhein-Westfalen,2020-05-27T00:00:00+02:00,37541,1577
Rheinland-Pfalz,2020-05-27T00:00:00+02:00,6611,229
Saarland,2020-05-27T00:00:00+02:00,2730,160
Sachsen,2020-05-27T00:00:00+02:00,5247,208
Sachsen-Anhalt,2020-05-27T00:00:00+02:00,1698,55
Schleswig-Holstein,2020-05-27T00:00:00+02:00,3070,140
Thüringen,2020-05-27T00:00:00+02:00,2898,157
