Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-05T00:00:00+01:00,876059,11952
Bayern,09,2021-12-05T00:00:00+01:00,1185393,17929
Berlin,11,2021-12-05T00:00:00+01:00,284750,3855
Brandenburg,12,2021-12-05T00:00:00+01:00,191423,4202
Bremen,04,2021-12-05T00:00:00+01:00,40551,555
Hamburg,02,2021-12-05T00:00:00+01:00,117555,1903
Hessen,06,2021-12-05T00:00:00+01:00,427464,8211
Mecklenburg-Vorpommern,13,2021-12-05T00:00:00+01:00,77373,1349
Niedersachsen,03,2021-12-05T00:00:00+01:00,389913,6431
Nordrhein-Westfalen,05,2021-12-05T00:00:00+01:00,1217560,19193
Rheinland-Pfalz,07,2021-12-05T00:00:00+01:00,243925,4321
Saarland,10,2021-12-05T00:00:00+01:00,64449,1125
Sachsen,14,2021-12-05T00:00:00+01:00,539835,11227
Sachsen-Anhalt,15,2021-12-05T00:00:00+01:00,172875,3844
Schleswig-Holstein,01,2021-12-05T00:00:00+01:00,99857,1807
Thüringen,16,2021-12-05T00:00:00+01:00,229143,5136
