Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-30T00:00:00+01:00,149318,2715
Bayern,09,2020-11-30T00:00:00+01:00,207159,3801
Berlin,11,2020-11-30T00:00:00+01:00,64220,553
Brandenburg,12,2020-11-30T00:00:00+01:00,18740,337
Bremen,04,2020-11-30T00:00:00+01:00,9909,118
Hamburg,02,2020-11-30T00:00:00+01:00,24705,372
Hessen,06,2020-11-30T00:00:00+01:00,86792,1248
Mecklenburg-Vorpommern,13,2020-11-30T00:00:00+01:00,5950,61
Niedersachsen,03,2020-11-30T00:00:00+01:00,71265,1152
Nordrhein-Westfalen,05,2020-11-30T00:00:00+01:00,260646,3435
Rheinland-Pfalz,07,2020-11-30T00:00:00+01:00,43618,517
Saarland,10,2020-11-30T00:00:00+01:00,12673,252
Sachsen,14,2020-11-30T00:00:00+01:00,55274,922
Sachsen-Anhalt,15,2020-11-30T00:00:00+01:00,12339,165
Schleswig-Holstein,01,2020-11-30T00:00:00+01:00,14263,253
Thüringen,16,2020-11-30T00:00:00+01:00,16998,347
