Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-23T00:00:00+02:00,36565,1838
Bayern,2020-07-23T00:00:00+02:00,50049,2618
Berlin,2020-07-23T00:00:00+02:00,8860,222
Brandenburg,2020-07-23T00:00:00+02:00,3510,167
Bremen,2020-07-23T00:00:00+02:00,1727,55
Hamburg,2020-07-23T00:00:00+02:00,5251,261
Hessen,2020-07-23T00:00:00+02:00,11534,516
Mecklenburg-Vorpommern,2020-07-23T00:00:00+02:00,815,20
Niedersachsen,2020-07-23T00:00:00+02:00,14133,647
Nordrhein-Westfalen,2020-07-23T00:00:00+02:00,46615,1721
Rheinland-Pfalz,2020-07-23T00:00:00+02:00,7374,238
Saarland,2020-07-23T00:00:00+02:00,2840,174
Sachsen,2020-07-23T00:00:00+02:00,5503,225
Sachsen-Anhalt,2020-07-23T00:00:00+02:00,1973,62
Schleswig-Holstein,2020-07-23T00:00:00+02:00,3292,155
Thüringen,2020-07-23T00:00:00+02:00,3327,182
