Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-03T00:00:00+02:00,50240,1888
Bayern,2020-10-03T00:00:00+02:00,69186,2672
Berlin,2020-10-03T00:00:00+02:00,15371,231
Brandenburg,2020-10-03T00:00:00+02:00,4369,169
Bremen,2020-10-03T00:00:00+02:00,2557,59
Hamburg,2020-10-03T00:00:00+02:00,8064,271
Hessen,2020-10-03T00:00:00+02:00,19616,552
Mecklenburg-Vorpommern,2020-10-03T00:00:00+02:00,1220,20
Niedersachsen,2020-10-03T00:00:00+02:00,20777,690
Nordrhein-Westfalen,2020-10-03T00:00:00+02:00,72063,1882
Rheinland-Pfalz,2020-10-03T00:00:00+02:00,10975,256
Saarland,2020-10-03T00:00:00+02:00,3380,177
Sachsen,2020-10-03T00:00:00+02:00,7391,239
Sachsen-Anhalt,2020-10-03T00:00:00+02:00,2693,68
Schleswig-Holstein,2020-10-03T00:00:00+02:00,4898,162
Thüringen,2020-10-03T00:00:00+02:00,4158,191
