Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-11-17T00:00:00+01:00,719017,11342
Bayern,09,2021-11-17T00:00:00+01:00,964305,16725
Berlin,11,2021-11-17T00:00:00+01:00,248439,3767
Brandenburg,12,2021-11-17T00:00:00+01:00,144594,3998
Bremen,04,2021-11-17T00:00:00+01:00,37000,537
Hamburg,02,2021-11-17T00:00:00+01:00,105630,1854
Hessen,06,2021-11-17T00:00:00+01:00,381352,7991
Mecklenburg-Vorpommern,13,2021-11-17T00:00:00+01:00,59513,1284
Niedersachsen,03,2021-11-17T00:00:00+01:00,343905,6205
Nordrhein-Westfalen,05,2021-11-17T00:00:00+01:00,1080319,18577
Rheinland-Pfalz,07,2021-11-17T00:00:00+01:00,209186,4194
Saarland,10,2021-11-17T00:00:00+01:00,53671,1088
Sachsen,14,2021-11-17T00:00:00+01:00,390183,10578
Sachsen-Anhalt,15,2021-11-17T00:00:00+01:00,126873,3659
Schleswig-Holstein,01,2021-11-17T00:00:00+01:00,88366,1758
Thüringen,16,2021-11-17T00:00:00+01:00,177597,4717
