Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-04-24T00:00:00+02:00,424891,9201
Bayern,09,2021-04-24T00:00:00+02:00,574876,13955
Berlin,11,2021-04-24T00:00:00+02:00,163618,3179
Brandenburg,12,2021-04-24T00:00:00+02:00,99514,3497
Bremen,04,2021-04-24T00:00:00+02:00,24380,444
Hamburg,02,2021-04-24T00:00:00+02:00,69920,1456
Hessen,06,2021-04-24T00:00:00+02:00,253605,6733
Mecklenburg-Vorpommern,13,2021-04-24T00:00:00+02:00,38243,962
Niedersachsen,03,2021-04-24T00:00:00+02:00,229651,5209
Nordrhein-Westfalen,05,2021-04-24T00:00:00+02:00,709522,15201
Rheinland-Pfalz,07,2021-04-24T00:00:00+02:00,135016,3513
Saarland,10,2021-04-24T00:00:00+02:00,35976,948
Sachsen,14,2021-04-24T00:00:00+02:00,253675,8909
Sachsen-Anhalt,15,2021-04-24T00:00:00+02:00,86861,3005
Schleswig-Holstein,01,2021-04-24T00:00:00+02:00,57021,1496
Thüringen,16,2021-04-24T00:00:00+02:00,111876,3736
