Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-16T00:00:00+01:00,332924,8437
Bayern,09,2021-03-16T00:00:00+01:00,459869,12865
Berlin,11,2021-03-16T00:00:00+01:00,135111,2941
Brandenburg,12,2021-03-16T00:00:00+01:00,80358,3177
Bremen,04,2021-03-16T00:00:00+01:00,19057,379
Hamburg,02,2021-03-16T00:00:00+01:00,55266,1332
Hessen,06,2021-03-16T00:00:00+01:00,199137,6059
Mecklenburg-Vorpommern,13,2021-03-16T00:00:00+01:00,26823,811
Niedersachsen,03,2021-03-16T00:00:00+01:00,177016,4608
Nordrhein-Westfalen,05,2021-03-16T00:00:00+01:00,560994,13722
Rheinland-Pfalz,07,2021-03-16T00:00:00+01:00,107042,3221
Saarland,10,2021-03-16T00:00:00+01:00,30162,914
Sachsen,14,2021-03-16T00:00:00+01:00,203533,8126
Sachsen-Anhalt,15,2021-03-16T00:00:00+01:00,65335,2584
Schleswig-Holstein,01,2021-03-16T00:00:00+01:00,45426,1384
Thüringen,16,2021-03-16T00:00:00+01:00,83276,3096
