Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-31T00:00:00+02:00,37224,1847
Bayern,2020-07-31T00:00:00+02:00,50915,2622
Berlin,2020-07-31T00:00:00+02:00,9192,223
Brandenburg,2020-07-31T00:00:00+02:00,3560,168
Bremen,2020-07-31T00:00:00+02:00,1774,56
Hamburg,2020-07-31T00:00:00+02:00,5386,261
Hessen,2020-07-31T00:00:00+02:00,11965,520
Mecklenburg-Vorpommern,2020-07-31T00:00:00+02:00,864,20
Niedersachsen,2020-07-31T00:00:00+02:00,14430,651
Nordrhein-Westfalen,2020-07-31T00:00:00+02:00,48689,1733
Rheinland-Pfalz,2020-07-31T00:00:00+02:00,7498,239
Saarland,2020-07-31T00:00:00+02:00,2862,174
Sachsen,2020-07-31T00:00:00+02:00,5536,225
Sachsen-Anhalt,2020-07-31T00:00:00+02:00,2015,64
Schleswig-Holstein,2020-07-31T00:00:00+02:00,3427,156
Thüringen,2020-07-31T00:00:00+02:00,3361,182
