Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-02-17T00:00:00+01:00,307166,7837
Bayern,09,2021-02-17T00:00:00+01:00,422813,11849
Berlin,11,2021-02-17T00:00:00+01:00,125274,2644
Brandenburg,12,2021-02-17T00:00:00+01:00,73673,2850
Bremen,04,2021-02-17T00:00:00+01:00,17073,316
Hamburg,02,2021-02-17T00:00:00+01:00,49319,1202
Hessen,06,2021-02-17T00:00:00+01:00,181523,5553
Mecklenburg-Vorpommern,13,2021-02-17T00:00:00+01:00,22625,657
Niedersachsen,03,2021-02-17T00:00:00+01:00,154900,3908
Nordrhein-Westfalen,05,2021-02-17T00:00:00+01:00,512879,12342
Rheinland-Pfalz,07,2021-02-17T00:00:00+01:00,98391,2928
Saarland,10,2021-02-17T00:00:00+01:00,27723,830
Sachsen,14,2021-02-17T00:00:00+01:00,188254,7246
Sachsen-Anhalt,15,2021-02-17T00:00:00+01:00,57085,2170
Schleswig-Holstein,01,2021-02-17T00:00:00+01:00,40041,1177
Thüringen,16,2021-02-17T00:00:00+01:00,71660,2655
