Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-08T00:00:00+02:00,37749,1858
Bayern,2020-08-08T00:00:00+02:00,51794,2626
Berlin,2020-08-08T00:00:00+02:00,9640,224
Brandenburg,2020-08-08T00:00:00+02:00,3622,169
Bremen,2020-08-08T00:00:00+02:00,1800,56
Hamburg,2020-08-08T00:00:00+02:00,5610,262
Hessen,2020-08-08T00:00:00+02:00,12602,524
Mecklenburg-Vorpommern,2020-08-08T00:00:00+02:00,930,20
Niedersachsen,2020-08-08T00:00:00+02:00,14911,654
Nordrhein-Westfalen,2020-08-08T00:00:00+02:00,51330,1759
Rheinland-Pfalz,2020-08-08T00:00:00+02:00,7748,239
Saarland,2020-08-08T00:00:00+02:00,2913,174
Sachsen,2020-08-08T00:00:00+02:00,5632,225
Sachsen-Anhalt,2020-08-08T00:00:00+02:00,2057,64
Schleswig-Holstein,2020-08-08T00:00:00+02:00,3578,158
Thüringen,2020-08-08T00:00:00+02:00,3420,183
