Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-30T00:00:00+02:00,31609,1353
Bayern,2020-04-30T00:00:00+02:00,42080,1799
Berlin,2020-04-30T00:00:00+02:00,5827,147
Brandenburg,2020-04-30T00:00:00+02:00,2831,113
Bremen,2020-04-30T00:00:00+02:00,827,29
Hamburg,2020-04-30T00:00:00+02:00,4562,155
Hessen,2020-04-30T00:00:00+02:00,8304,353
Mecklenburg-Vorpommern,2020-04-30T00:00:00+02:00,690,17
Niedersachsen,2020-04-30T00:00:00+02:00,10067,416
Nordrhein-Westfalen,2020-04-30T00:00:00+02:00,32687,1219
Rheinland-Pfalz,2020-04-30T00:00:00+02:00,6029,166
Saarland,2020-04-30T00:00:00+02:00,2552,131
Sachsen,2020-04-30T00:00:00+02:00,4561,156
Sachsen-Anhalt,2020-04-30T00:00:00+02:00,1549,43
Schleswig-Holstein,2020-04-30T00:00:00+02:00,2690,106
Thüringen,2020-04-30T00:00:00+02:00,2254,85
