Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-10T00:00:00+02:00,44396,1868
Bayern,2020-09-10T00:00:00+02:00,60759,2644
Berlin,2020-09-10T00:00:00+02:00,11951,226
Brandenburg,2020-09-10T00:00:00+02:00,3966,169
Bremen,2020-09-10T00:00:00+02:00,2094,58
Hamburg,2020-09-10T00:00:00+02:00,6626,267
Hessen,2020-09-10T00:00:00+02:00,16500,537
Mecklenburg-Vorpommern,2020-09-10T00:00:00+02:00,1044,20
Niedersachsen,2020-09-10T00:00:00+02:00,17572,665
Nordrhein-Westfalen,2020-09-10T00:00:00+02:00,61201,1827
Rheinland-Pfalz,2020-09-10T00:00:00+02:00,9560,245
Saarland,2020-09-10T00:00:00+02:00,3218,175
Sachsen,2020-09-10T00:00:00+02:00,6255,225
Sachsen-Anhalt,2020-09-10T00:00:00+02:00,2305,66
Schleswig-Holstein,2020-09-10T00:00:00+02:00,4197,161
Thüringen,2020-09-10T00:00:00+02:00,3722,188
