Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-06-15T00:00:00+02:00,498347,10096
Bayern,09,2021-06-15T00:00:00+02:00,645221,15111
Berlin,11,2021-06-15T00:00:00+02:00,179734,3520
Brandenburg,12,2021-06-15T00:00:00+02:00,108622,3757
Bremen,04,2021-06-15T00:00:00+02:00,27346,480
Hamburg,02,2021-06-15T00:00:00+02:00,76925,1580
Hessen,06,2021-06-15T00:00:00+02:00,289564,7442
Mecklenburg-Vorpommern,13,2021-06-15T00:00:00+02:00,44077,1146
Niedersachsen,03,2021-06-15T00:00:00+02:00,260246,5706
Nordrhein-Westfalen,05,2021-06-15T00:00:00+02:00,813572,16995
Rheinland-Pfalz,07,2021-06-15T00:00:00+02:00,154550,3789
Saarland,10,2021-06-15T00:00:00+02:00,41272,1017
Sachsen,14,2021-06-15T00:00:00+02:00,285458,9981
Sachsen-Anhalt,15,2021-06-15T00:00:00+02:00,99093,3400
Schleswig-Holstein,01,2021-06-15T00:00:00+02:00,63642,1617
Thüringen,16,2021-06-15T00:00:00+02:00,128501,4300
