Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-01T00:00:00+01:00,835342,11807
Bayern,09,2021-12-01T00:00:00+01:00,1138713,17652
Berlin,11,2021-12-01T00:00:00+01:00,276984,3835
Brandenburg,12,2021-12-01T00:00:00+01:00,180312,4149
Bremen,04,2021-12-01T00:00:00+01:00,39824,553
Hamburg,02,2021-12-01T00:00:00+01:00,114509,1892
Hessen,06,2021-12-01T00:00:00+01:00,415775,8157
Mecklenburg-Vorpommern,13,2021-12-01T00:00:00+01:00,72151,1335
Niedersachsen,03,2021-12-01T00:00:00+01:00,378234,6373
Nordrhein-Westfalen,05,2021-12-01T00:00:00+01:00,1182054,19020
Rheinland-Pfalz,07,2021-12-01T00:00:00+01:00,234669,4286
Saarland,10,2021-12-01T00:00:00+01:00,61639,1115
Sachsen,14,2021-12-01T00:00:00+01:00,502742,10997
Sachsen-Anhalt,15,2021-12-01T00:00:00+01:00,158709,3806
Schleswig-Holstein,01,2021-12-01T00:00:00+01:00,97294,1800
Thüringen,16,2021-12-01T00:00:00+01:00,215048,5013
