Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-05-29T00:00:00+02:00,491213,9933
Bayern,09,2021-05-29T00:00:00+02:00,638232,14935
Berlin,11,2021-05-29T00:00:00+02:00,178221,3482
Brandenburg,12,2021-05-29T00:00:00+02:00,108158,3726
Bremen,04,2021-05-29T00:00:00+02:00,27028,473
Hamburg,02,2021-05-29T00:00:00+02:00,76097,1557
Hessen,06,2021-05-29T00:00:00+02:00,286111,7319
Mecklenburg-Vorpommern,13,2021-05-29T00:00:00+02:00,43808,1120
Niedersachsen,03,2021-05-29T00:00:00+02:00,257661,5608
Nordrhein-Westfalen,05,2021-05-29T00:00:00+02:00,803694,16710
Rheinland-Pfalz,07,2021-05-29T00:00:00+02:00,152424,3724
Saarland,10,2021-05-29T00:00:00+02:00,40687,1006
Sachsen,14,2021-05-29T00:00:00+02:00,283383,9656
Sachsen-Anhalt,15,2021-05-29T00:00:00+02:00,98274,3311
Schleswig-Holstein,01,2021-05-29T00:00:00+02:00,62947,1591
Thüringen,16,2021-05-29T00:00:00+02:00,127358,4199
