Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-04T00:00:00+01:00,869087,11943
Bayern,09,2021-12-04T00:00:00+01:00,1177379,17907
Berlin,11,2021-12-04T00:00:00+01:00,284312,3853
Brandenburg,12,2021-12-04T00:00:00+01:00,189717,4199
Bremen,04,2021-12-04T00:00:00+01:00,40551,555
Hamburg,02,2021-12-04T00:00:00+01:00,116847,1902
Hessen,06,2021-12-04T00:00:00+01:00,425329,8205
Mecklenburg-Vorpommern,13,2021-12-04T00:00:00+01:00,76525,1347
Niedersachsen,03,2021-12-04T00:00:00+01:00,387796,6430
Nordrhein-Westfalen,05,2021-12-04T00:00:00+01:00,1210661,19182
Rheinland-Pfalz,07,2021-12-04T00:00:00+01:00,242920,4319
Saarland,10,2021-12-04T00:00:00+01:00,63912,1124
Sachsen,14,2021-12-04T00:00:00+01:00,533734,11209
Sachsen-Anhalt,15,2021-12-04T00:00:00+01:00,170769,3842
Schleswig-Holstein,01,2021-12-04T00:00:00+01:00,99517,1807
Thüringen,16,2021-12-04T00:00:00+01:00,227014,5122
