Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-02-02T00:00:00+01:00,5008078,18975
Bayern,09,2023-02-02T00:00:00+01:00,6665558,28100
Berlin,11,2023-02-02T00:00:00+01:00,1418365,5444
Brandenburg,12,2023-02-02T00:00:00+01:00,1104015,6435
Bremen,04,2023-02-02T00:00:00+01:00,301277,956
Hamburg,02,2023-02-02T00:00:00+01:00,802668,3539
Hessen,06,2023-02-02T00:00:00+01:00,2886171,12173
Mecklenburg-Vorpommern,13,2023-02-02T00:00:00+01:00,706678,2733
Niedersachsen,03,2023-02-02T00:00:00+01:00,3818552,13112
Nordrhein-Westfalen,05,2023-02-02T00:00:00+01:00,7914614,30846
Rheinland-Pfalz,07,2023-02-02T00:00:00+01:00,1742030,6829
Saarland,10,2023-02-02T00:00:00+01:00,484559,2083
Sachsen,14,2023-02-02T00:00:00+01:00,1944561,16738
Sachsen-Anhalt,15,2023-02-02T00:00:00+01:00,953949,6236
Schleswig-Holstein,01,2023-02-02T00:00:00+01:00,1167328,3442
Thüringen,16,2023-02-02T00:00:00+01:00,878387,8224
