Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-03-25T00:00:00+01:00,349671,8592
Bayern,09,2021-03-25T00:00:00+01:00,480909,13089
Berlin,11,2021-03-25T00:00:00+01:00,140996,3022
Brandenburg,12,2021-03-25T00:00:00+01:00,84697,3267
Bremen,04,2021-03-25T00:00:00+01:00,20061,398
Hamburg,02,2021-03-25T00:00:00+01:00,58148,1364
Hessen,06,2021-03-25T00:00:00+01:00,210037,6229
Mecklenburg-Vorpommern,13,2021-03-25T00:00:00+01:00,28784,837
Niedersachsen,03,2021-03-25T00:00:00+01:00,187971,4773
Nordrhein-Westfalen,05,2021-03-25T00:00:00+01:00,588901,14029
Rheinland-Pfalz,07,2021-03-25T00:00:00+01:00,111781,3285
Saarland,10,2021-03-25T00:00:00+01:00,31026,921
Sachsen,14,2021-03-25T00:00:00+01:00,213347,8290
Sachsen-Anhalt,15,2021-03-25T00:00:00+01:00,69282,2670
Schleswig-Holstein,01,2021-03-25T00:00:00+01:00,47815,1418
Thüringen,16,2021-03-25T00:00:00+01:00,89754,3256
