Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2022-02-21T00:00:00+01:00,36342,214
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2022-02-21T00:00:00+01:00,9027,90
Biberach,Baden-Württemberg,08426000,2022-02-21T00:00:00+01:00,39435,252
Bodenseekreis,Baden-Württemberg,08435000,2022-02-21T00:00:00+01:00,38316,253
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2022-02-21T00:00:00+01:00,41099,265
Böblingen,Baden-Württemberg,08115000,2022-02-21T00:00:00+01:00,66650,418
Calw,Baden-Württemberg,08235000,2022-02-21T00:00:00+01:00,29932,246
Emmendingen,Baden-Württemberg,08316000,2022-02-21T00:00:00+01:00,27514,206
Enzkreis,Baden-Württemberg,08236000,2022-02-21T00:00:00+01:00,33494,321
Esslingen,Baden-Württemberg,08116000,2022-02-21T00:00:00+01:00,93471,726
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2022-02-21T00:00:00+01:00,38599,220
Freudenstadt,Baden-Württemberg,08237000,2022-02-21T00:00:00+01:00,21073,199
Göppingen,Baden-Württemberg,08117000,2022-02-21T00:00:00+01:00,47708,353
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2022-02-21T00:00:00+01:00,19089,86
Heidenheim,Baden-Württemberg,08135000,2022-02-21T00:00:00+01:00,26855,247
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2022-02-21T00:00:00+01:00,28104,223
Heilbronn (Landkreis),Baden-Württemberg,08125000,2022-02-21T00:00:00+01:00,64414,303
Hohenlohekreis,Baden-Württemberg,08126000,2022-02-21T00:00:00+01:00,20356,161
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2022-02-21T00:00:00+01:00,44959,308
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2022-02-21T00:00:00+01:00,71449,596
Konstanz,Baden-Württemberg,08335000,2022-02-21T00:00:00+01:00,46517,382
Ludwigsburg,Baden-Württemberg,08118000,2022-02-21T00:00:00+01:00,89679,656
Lörrach,Baden-Württemberg,08336000,2022-02-21T00:00:00+01:00,41421,371
Main-Tauber-Kreis,Baden-Württemberg,08128000,2022-02-21T00:00:00+01:00,20959,142
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2022-02-21T00:00:00+01:00,51394,429
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2022-02-21T00:00:00+01:00,22756,189
Ortenaukreis,Baden-Württemberg,08317000,2022-02-21T00:00:00+01:00,83287,729
Ostalbkreis,Baden-Württemberg,08136000,2022-02-21T00:00:00+01:00,56905,517
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2022-02-21T00:00:00+01:00,27127,303
Rastatt,Baden-Württemberg,08216000,2022-02-21T00:00:00+01:00,40623,315
Ravensburg,Baden-Württemberg,08436000,2022-02-21T00:00:00+01:00,51252,198
Rems-Murr-Kreis,Baden-Württemberg,08119000,2022-02-21T00:00:00+01:00,72728,515
Reutlingen,Baden-Württemberg,08415000,2022-02-21T00:00:00+01:00,54286,385
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2022-02-21T00:00:00+01:00,77234,571
Rottweil,Baden-Württemberg,08325000,2022-02-21T00:00:00+01:00,29829,246
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2022-02-21T00:00:00+01:00,42261,317
Schwäbisch Hall,Baden-Württemberg,08127000,2022-02-21T00:00:00+01:00,37295,308
Sigmaringen,Baden-Württemberg,08437000,2022-02-21T00:00:00+01:00,24615,140
Stuttgart,Baden-Württemberg,08111000,2022-02-21T00:00:00+01:00,96248,616
Tuttlingen,Baden-Württemberg,08327000,2022-02-21T00:00:00+01:00,29228,225
Tübingen,Baden-Württemberg,08416000,2022-02-21T00:00:00+01:00,35924,227
Ulm (Stadtkreis),Baden-Württemberg,08421000,2022-02-21T00:00:00+01:00,25012,106
Waldshut,Baden-Württemberg,08337000,2022-02-21T00:00:00+01:00,28808,274
Zollernalbkreis,Baden-Württemberg,08417000,2022-02-21T00:00:00+01:00,37126,213
Aichach-Friedberg,Bayern,09771000,2022-02-21T00:00:00+01:00,25137,147
Altötting,Bayern,09171000,2022-02-21T00:00:00+01:00,23772,295
Amberg,Bayern,09361000,2022-02-21T00:00:00+01:00,7471,49
Amberg-Sulzbach,Bayern,09371000,2022-02-21T00:00:00+01:00,17116,202
Ansbach (Stadt),Bayern,09561000,2022-02-21T00:00:00+01:00,7201,58
Ansbach (Landkreis),Bayern,09571000,2022-02-21T00:00:00+01:00,31917,243
Aschaffenburg (Stadt),Bayern,09661000,2022-02-21T00:00:00+01:00,12475,141
Aschaffenburg (Landkreis),Bayern,09671000,2022-02-21T00:00:00+01:00,27538,250
Augsburg (Stadt),Bayern,09761000,2022-02-21T00:00:00+01:00,64243,578
Augsburg (Landkreis),Bayern,09772000,2022-02-21T00:00:00+01:00,48482,363
Bad Kissingen,Bayern,09672000,2022-02-21T00:00:00+01:00,16454,160
Bad Tölz-Wolfratshausen,Bayern,09173000,2022-02-21T00:00:00+01:00,28145,163
Bamberg (Stadt),Bayern,09461000,2022-02-21T00:00:00+01:00,11427,135
Bamberg (Landkreis),Bayern,09471000,2022-02-21T00:00:00+01:00,26149,204
Bayreuth (Stadt),Bayern,09462000,2022-02-21T00:00:00+01:00,12311,141
Bayreuth (Landkreis),Bayern,09472000,2022-02-21T00:00:00+01:00,16308,197
Berchtesgadener Land,Bayern,09172000,2022-02-21T00:00:00+01:00,26563,169
Cham,Bayern,09372000,2022-02-21T00:00:00+01:00,25027,252
