Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-03-25T00:00:00+01:00,6069,37
Bayern,2020-03-25T00:00:00+01:00,6558,37
Berlin,2020-03-25T00:00:00+01:00,1428,2
Brandenburg,2020-03-25T00:00:00+01:00,429,1
Bremen,2020-03-25T00:00:00+01:00,200,0
Hamburg,2020-03-25T00:00:00+01:00,1262,0
Hessen,2020-03-25T00:00:00+01:00,1754,4
Mecklenburg-Vorpommern,2020-03-25T00:00:00+01:00,218,0
Niedersachsen,2020-03-25T00:00:00+01:00,2140,7
Nordrhein-Westfalen,2020-03-25T00:00:00+01:00,7197,43
Rheinland-Pfalz,2020-03-25T00:00:00+01:00,1591,5
Saarland,2020-03-25T00:00:00+01:00,403,2
Sachsen,2020-03-25T00:00:00+01:00,959,6
Sachsen-Anhalt,2020-03-25T00:00:00+01:00,375,1
Schleswig-Holstein,2020-03-25T00:00:00+01:00,577,3
Thüringen,2020-03-25T00:00:00+01:00,394,1
