Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-29T00:00:00+02:00,31336,1299
Bayern,2020-04-29T00:00:00+02:00,41830,1754
Berlin,2020-04-29T00:00:00+02:00,5734,137
Brandenburg,2020-04-29T00:00:00+02:00,2768,109
Bremen,2020-04-29T00:00:00+02:00,797,29
Hamburg,2020-04-29T00:00:00+02:00,4525,153
Hessen,2020-04-29T00:00:00+02:00,8184,346
Mecklenburg-Vorpommern,2020-04-29T00:00:00+02:00,687,17
Niedersachsen,2020-04-29T00:00:00+02:00,9972,406
Nordrhein-Westfalen,2020-04-29T00:00:00+02:00,32429,1200
Rheinland-Pfalz,2020-04-29T00:00:00+02:00,5982,161
Saarland,2020-04-29T00:00:00+02:00,2514,129
Sachsen,2020-04-29T00:00:00+02:00,4509,153
Sachsen-Anhalt,2020-04-29T00:00:00+02:00,1525,39
Schleswig-Holstein,2020-04-29T00:00:00+02:00,2679,103
Thüringen,2020-04-29T00:00:00+02:00,2170,80
