Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-18T00:00:00+01:00,274829,6111
Bayern,09,2021-01-18T00:00:00+01:00,375137,8697
Berlin,11,2021-01-18T00:00:00+01:00,112511,1833
Brandenburg,12,2021-01-18T00:00:00+01:00,57264,1605
Bremen,04,2021-01-18T00:00:00+01:00,14943,232
Hamburg,02,2021-01-18T00:00:00+01:00,42814,906
Hessen,06,2021-01-18T00:00:00+01:00,158968,3964
Mecklenburg-Vorpommern,13,2021-01-18T00:00:00+01:00,16742,308
Niedersachsen,03,2021-01-18T00:00:00+01:00,128826,2634
Nordrhein-Westfalen,05,2021-01-18T00:00:00+01:00,451898,9123
Rheinland-Pfalz,07,2021-01-18T00:00:00+01:00,84641,2048
Saarland,10,2021-01-18T00:00:00+01:00,23146,611
Sachsen,14,2021-01-18T00:00:00+01:00,166993,5104
Sachsen-Anhalt,15,2021-01-18T00:00:00+01:00,43182,1166
Schleswig-Holstein,01,2021-01-18T00:00:00+01:00,31171,652
Thüringen,16,2021-01-18T00:00:00+01:00,57594,1639
