Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-09-16T00:00:00+02:00,552379,10571
Bayern,09,2021-09-16T00:00:00+02:00,704051,15501
Berlin,11,2021-09-16T00:00:00+02:00,200600,3611
Brandenburg,12,2021-09-16T00:00:00+02:00,114163,3831
Bremen,04,2021-09-16T00:00:00+02:00,31248,503
Hamburg,02,2021-09-16T00:00:00+02:00,89035,1668
Hessen,06,2021-09-16T00:00:00+02:00,324068,7683
Mecklenburg-Vorpommern,13,2021-09-16T00:00:00+02:00,47625,1195
Niedersachsen,03,2021-09-16T00:00:00+02:00,291912,5896
Nordrhein-Westfalen,05,2021-09-16T00:00:00+02:00,935812,17605
Rheinland-Pfalz,07,2021-09-16T00:00:00+02:00,175126,3954
Saarland,10,2021-09-16T00:00:00+02:00,46305,1045
Sachsen,14,2021-09-16T00:00:00+02:00,293163,10187
Sachsen-Anhalt,15,2021-09-16T00:00:00+02:00,102285,3516
Schleswig-Holstein,01,2021-09-16T00:00:00+02:00,74362,1671
Thüringen,16,2021-09-16T00:00:00+02:00,132722,4400
