Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-27T00:00:00+02:00,40964,1863
Bayern,2020-08-27T00:00:00+02:00,56191,2635
Berlin,2020-08-27T00:00:00+02:00,10934,226
Brandenburg,2020-08-27T00:00:00+02:00,3839,169
Bremen,2020-08-27T00:00:00+02:00,1944,56
Hamburg,2020-08-27T00:00:00+02:00,6137,266
Hessen,2020-08-27T00:00:00+02:00,15105,529
Mecklenburg-Vorpommern,2020-08-27T00:00:00+02:00,999,20
Niedersachsen,2020-08-27T00:00:00+02:00,16419,661
Nordrhein-Westfalen,2020-08-27T00:00:00+02:00,57826,1807
Rheinland-Pfalz,2020-08-27T00:00:00+02:00,8842,243
Saarland,2020-08-27T00:00:00+02:00,3095,174
Sachsen,2020-08-27T00:00:00+02:00,5866,225
Sachsen-Anhalt,2020-08-27T00:00:00+02:00,2209,65
Schleswig-Holstein,2020-08-27T00:00:00+02:00,3981,160
Thüringen,2020-08-27T00:00:00+02:00,3585,186
