Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-10-31T00:00:00+02:00,634615,10997
Bayern,09,2021-10-31T00:00:00+02:00,819682,16073
Berlin,11,2021-10-31T00:00:00+02:00,223465,3704
Brandenburg,12,2021-10-31T00:00:00+02:00,124826,3918
Bremen,04,2021-10-31T00:00:00+02:00,35403,530
Hamburg,02,2021-10-31T00:00:00+02:00,98427,1821
Hessen,06,2021-10-31T00:00:00+02:00,355193,7857
Mecklenburg-Vorpommern,13,2021-10-31T00:00:00+02:00,53373,1241
Niedersachsen,03,2021-10-31T00:00:00+02:00,320764,6082
Nordrhein-Westfalen,05,2021-10-31T00:00:00+02:00,1014528,18210
Rheinland-Pfalz,07,2021-10-31T00:00:00+02:00,193247,4091
Saarland,10,2021-10-31T00:00:00+02:00,49910,1066
Sachsen,14,2021-10-31T00:00:00+02:00,327541,10324
Sachsen-Anhalt,15,2021-10-31T00:00:00+02:00,112163,3581
Schleswig-Holstein,01,2021-10-31T00:00:00+02:00,81935,1725
Thüringen,16,2021-10-31T00:00:00+02:00,152478,4509
