Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-11-02T00:00:00+01:00,637267,11003
Bayern,09,2021-11-02T00:00:00+01:00,825571,16086
Berlin,11,2021-11-02T00:00:00+01:00,225044,3709
Brandenburg,12,2021-11-02T00:00:00+01:00,125353,3926
Bremen,04,2021-11-02T00:00:00+01:00,35470,532
Hamburg,02,2021-11-02T00:00:00+01:00,99067,1822
Hessen,06,2021-11-02T00:00:00+01:00,356564,7862
Mecklenburg-Vorpommern,13,2021-11-02T00:00:00+01:00,53588,1252
Niedersachsen,03,2021-11-02T00:00:00+01:00,321620,6089
Nordrhein-Westfalen,05,2021-11-02T00:00:00+01:00,1016517,18222
Rheinland-Pfalz,07,2021-11-02T00:00:00+01:00,193819,4094
Saarland,10,2021-11-02T00:00:00+01:00,49990,1067
Sachsen,14,2021-11-02T00:00:00+01:00,329369,10334
Sachsen-Anhalt,15,2021-11-02T00:00:00+01:00,112902,3585
Schleswig-Holstein,01,2021-11-02T00:00:00+01:00,82287,1728
Thüringen,16,2021-11-02T00:00:00+01:00,153593,4522
