Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-15T00:00:00+01:00,270036,5978
Bayern,09,2021-01-15T00:00:00+01:00,369672,8513
Berlin,11,2021-01-15T00:00:00+01:00,110740,1755
Brandenburg,12,2021-01-15T00:00:00+01:00,55402,1527
Bremen,04,2021-01-15T00:00:00+01:00,14699,227
Hamburg,02,2021-01-15T00:00:00+01:00,42070,882
Hessen,06,2021-01-15T00:00:00+01:00,156127,3843
Mecklenburg-Vorpommern,13,2021-01-15T00:00:00+01:00,15989,282
Niedersachsen,03,2021-01-15T00:00:00+01:00,125183,2531
Nordrhein-Westfalen,05,2021-01-15T00:00:00+01:00,444159,8838
Rheinland-Pfalz,07,2021-01-15T00:00:00+01:00,83476,1977
Saarland,10,2021-01-15T00:00:00+01:00,22742,599
Sachsen,14,2021-01-15T00:00:00+01:00,163469,4794
Sachsen-Anhalt,15,2021-01-15T00:00:00+01:00,41394,1068
Schleswig-Holstein,01,2021-01-15T00:00:00+01:00,30159,624
Thüringen,16,2021-01-15T00:00:00+01:00,55641,1556
