Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-09-30T00:00:00+02:00,4509975,17295
Bayern,09,2022-09-30T00:00:00+02:00,6053645,25831
Berlin,11,2022-09-30T00:00:00+02:00,1265746,4830
Brandenburg,12,2022-09-30T00:00:00+02:00,958627,5918
Bremen,04,2022-09-30T00:00:00+02:00,260116,839
Hamburg,02,2022-09-30T00:00:00+02:00,728840,3060
Hessen,06,2022-09-30T00:00:00+02:00,2516387,11093
Mecklenburg-Vorpommern,13,2022-09-30T00:00:00+02:00,608588,2459
Niedersachsen,03,2022-09-30T00:00:00+02:00,3222643,10808
Nordrhein-Westfalen,05,2022-09-30T00:00:00+02:00,6817194,27487
Rheinland-Pfalz,07,2022-09-30T00:00:00+02:00,1515996,6176
Saarland,10,2022-09-30T00:00:00+02:00,416242,1853
Sachsen,14,2022-09-30T00:00:00+02:00,1769280,16038
Sachsen-Anhalt,15,2022-09-30T00:00:00+02:00,846397,5716
Schleswig-Holstein,01,2022-09-30T00:00:00+02:00,1017527,2893
Thüringen,16,2022-09-30T00:00:00+02:00,805170,7652
