Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-19T00:00:00+02:00,60053,1932
Bayern,2020-10-19T00:00:00+02:00,79735,2714
Berlin,2020-10-19T00:00:00+02:00,21429,241
Brandenburg,2020-10-19T00:00:00+02:00,5451,172
Bremen,2020-10-19T00:00:00+02:00,3590,63
Hamburg,2020-10-19T00:00:00+02:00,9910,280
Hessen,2020-10-19T00:00:00+02:00,25776,576
Mecklenburg-Vorpommern,2020-10-19T00:00:00+02:00,1705,21
Niedersachsen,2020-10-19T00:00:00+02:00,25852,713
Nordrhein-Westfalen,2020-10-19T00:00:00+02:00,90544,1946
Rheinland-Pfalz,2020-10-19T00:00:00+02:00,13652,263
Saarland,2020-10-19T00:00:00+02:00,4415,177
Sachsen,2020-10-19T00:00:00+02:00,10275,258
Sachsen-Anhalt,2020-10-19T00:00:00+02:00,3285,71
Schleswig-Holstein,2020-10-19T00:00:00+02:00,5714,163
Thüringen,2020-10-19T00:00:00+02:00,4913,199
