Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-11T00:00:00+02:00,37896,1858
Bayern,2020-08-11T00:00:00+02:00,51946,2627
Berlin,2020-08-11T00:00:00+02:00,9740,224
Brandenburg,2020-08-11T00:00:00+02:00,3634,169
Bremen,2020-08-11T00:00:00+02:00,1809,56
Hamburg,2020-08-11T00:00:00+02:00,5691,262
Hessen,2020-08-11T00:00:00+02:00,12815,525
Mecklenburg-Vorpommern,2020-08-11T00:00:00+02:00,943,20
Niedersachsen,2020-08-11T00:00:00+02:00,15056,654
Nordrhein-Westfalen,2020-08-11T00:00:00+02:00,52175,1763
Rheinland-Pfalz,2020-08-11T00:00:00+02:00,7871,239
Saarland,2020-08-11T00:00:00+02:00,2942,174
Sachsen,2020-08-11T00:00:00+02:00,5655,225
Sachsen-Anhalt,2020-08-11T00:00:00+02:00,2068,64
Schleswig-Holstein,2020-08-11T00:00:00+02:00,3620,158
Thüringen,2020-08-11T00:00:00+02:00,3432,183
